Standard Drug Name	ID	Gene(s)	Source(s)	Source Drug Name	Show Drug Name	Family(ies)	Status	Pathology	Cancer(s)	target	marker
CHOLIC ACID	221493.0	ESRRG|COX5B|GPBAR1|ADH1C|COX7C|FABP6|COX6C|COX8A|PLA2G1B|COX5A|COX6A2|CES1|COX4I1|FECH|COX6B1|COX7A1|COX7B|MT-CO1|MT-CO2|MT-CO3	DrugBank	CHOLIC ACID	CHOLIC ACID	Other	APPROVED	Gastroenterology	-	ESRRG|COX5B|ADH1C|COX7C|FABP6|COX6C|COX8A|PLA2G1B|COX5A|COX6A2|CES1|COX4I1|FECH|COX6B1|COX7A1|COX7B|MT-CO1|MT-CO2|MT-CO3	GPBAR1
OMARIGLIPTIN	46209133.0	DPP4	GuideToPharmacologyInteractions	OMARIGLIPTIN	OMARIGLIPTIN	Hydrolases_Inhibitor(KEGG), dipeptidyl peptidase inhibitor(Cmap)	CLINICAL_TRIALS	-	-		DPP4
CHEMBL412295	44452237.0	HMGCR	GuideToPharmacologyInteractions	GLPDGG PEPTIDE [PMID: 20494585]	CHEMBL412295	Other	EXPERIMENTAL	-	-		HMGCR
PMX-53	6918468.0	C5AR1	GuideToPharmacologyInteractions	PMX53	PMX-53	Other	EXPERIMENTAL	-	-		C5AR1
EMICERFONT	11223423.0	CRHR1	TTD	GW876008	EMICERFONT	Secretin receptor family_Antagonist(KEGG)	CLINICAL_TRIALS	-	-	CRHR1	
CH5132799	49784945.0	PIK3CD|MTOR|PIK3R3|PIK3CB|PIK3CA|PIK3R1|PIK3CG|BRAF|PTEN|KRAS|PIK3R5|ERBB2|PIK3R2	ChemblInteractions	PA-799	CH5132799	PI3K inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER		PIK3CD|MTOR|PIK3R3|PIK3CB|PIK3CA|PIK3R1|PIK3CG|BRAF|PTEN|KRAS|PIK3R5|ERBB2|PIK3R2
DESLORATADINE	124087.0	HRH1|CYP2D6	TdgClinicalTrial	DESLORATADINE	DESLORATADINE	Rhodopsin family_Antagonist(KEGG), histamine receptor antagonist(Cmap)	APPROVED	Immunology/Infectious disease	-	HRH1	CYP2D6
NINTEDANIB ESYLATE	135476717.0	FGFR3|PDGFRA|KDR|PDGFRB|FGFR4|FLT4|FGFR1|FGFR2|FLT1	ChemblInteractions	NINTEDANIB ESYLATE	NINTEDANIB ESYLATE	Receptor tyrosine kinase_Inhibitor(KEGG)	APPROVED	Pulmonary/Respiratory disease	CLINICAL CANCER		FGFR3|PDGFRA|KDR|PDGFRB|FGFR4|FLT4|FGFR1|FGFR2|FLT1
METANICOTINE	5310967.0	CHRNB2|CXCL8|CHRNA4	DrugBank	RIVANICLINE	METANICOTINE	Other	EXPERIMENTAL	-	-	CHRNB2|CXCL8	CHRNA4
CIRAZOLINE	2765.0	ADRA1B|ADRA1A|ADRA2A|ADRA1D	DrugBank	CIRAZOLINE	CIRAZOLINE	adrenergic receptor agonist(Cmap)	EXPERIMENTAL	-	-	ADRA1B|ADRA1A|ADRA2A|ADRA1D	
INGENOL MEBUTATE	6918670.0	PRKCZ|PKN2|PRKCE|PRKCD|PRKCI|PRKCQ|PRKCH|PRKCB|PRKCA|PKN1|PRKCG	TdgClinicalTrial	INGENOL MEBUTATE	INGENOL MEBUTATE	Other	APPROVED	Dermatology/Plastic surgery	CLINICAL CANCER	PRKCD|PRKCA	PRKCZ|PKN2|PRKCE|PRKCI|PRKCQ|PRKCH|PRKCB|PKN1|PRKCG
GEFITINIB	123631.0	NRAS|ERBB4|PDGFRA|EGFR|ABCB1|CYP3A5|MET|SMO|BRAF|PBK|FGFR1|MAPK8|PLAU|PTEN|FGFR2|IGF2|EMP1|KRAS|ERBB3|ERBB2|CEACAM5|CYP2D6|HLA-A|CRKL|ERRFI1|MAPK1|MAPK3	CKB	GEFITINIB	GEFITINIB	Receptor tyrosine kinase_Inhibitor(KEGG), EGFR inhibitor(Cmap)	APPROVED	Oncology	LUNG	EGFR	NRAS|ERBB4|PDGFRA|ABCB1|CYP3A5|MET|SMO|BRAF|PBK|FGFR1|MAPK8|PLAU|PTEN|FGFR2|IGF2|EMP1|KRAS|ERBB3|ERBB2|CEACAM5|CYP2D6|HLA-A|CRKL|ERRFI1|MAPK1|MAPK3
DEXMETHYLPHENIDATE	154101.0	SLC6A3|SLC6A2	GuideToPharmacologyInteractions	DEXMETHYLPHENIDATE	DEXMETHYLPHENIDATE	Other	APPROVED	Neurology | Psychiatry/Psychology	-		SLC6A3|SLC6A2
VESNARINONE	5663.0	NT5E|CYP3A4|FAS|THBS1|TP53	NCI	VESNARINONE	VESNARINONE	Hydrolases_Inhibitor(KEGG), phosphodiesterase inhibitor(Cmap)	CLINICAL_TRIALS	-	-		NT5E|CYP3A4|FAS|THBS1|TP53
3'-URIDYLIC ACID	101543.0	RNASE1	DrugBank	3'-URIDINEMONOPHOSPHATE	3'-URIDYLIC ACID	Other	EXPERIMENTAL	-	-	RNASE1	
AZD2014	25262792.0	MTOR|PIK3CA|PDGFRA|RICTOR|FGFR1|PTEN|KRAS|ERBB2	GuideToPharmacologyInteractions	VISTUSERTIB	AZD2014	mTOR inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER		MTOR|PIK3CA|PDGFRA|RICTOR|FGFR1|PTEN|KRAS|ERBB2
NEFAZODONE HYDROCHLORIDE	54911.0	HTT|NAT1|HTR2A|HTR2C	ChemblInteractions	NEFAZODONE HYDROCHLORIDE	NEFAZODONE HYDROCHLORIDE	Rhodopsin family_Antagonist(KEGG)	APPROVED	Psychiatry/Psychology	-		HTT|NAT1|HTR2A|HTR2C
UNII-2TRH1EX32K	56847547.0	IGF1R|INSR	ChemblInteractions	KW-2450	UNII-2TRH1EX32K	Other	CLINICAL_TRIALS	-	CANCER		IGF1R|INSR
CHEMBL478409	24963033.0	CDK2	DrugBank	N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE	CHEMBL478409	Other	EXPERIMENTAL	-	-	CDK2	
2-OLEOYL-LPA	56947016.0	LPAR3|GPR35|LPAR1|LPAR2	GuideToPharmacologyInteractions	2-OLEOYL-LPA	2-OLEOYL-LPA	Other	EXPERIMENTAL	-	-		LPAR3|GPR35|LPAR1|LPAR2
CHEMBL200469	5287469.0	HSP90AA1	DrugBank	N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	CHEMBL200469	Other	EXPERIMENTAL	-	-	HSP90AA1	
CHEMBL260000	11696113.0	PKIA|PRKACA	DrugBank	1-[4-(4-CHLOROBENZYL)-1-(7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)PIPERIDIN-4-YL]METHANAMINE	CHEMBL260000	Other	EXPERIMENTAL	-	-	PKIA|PRKACA	
PHENYLBUTAZONE	4781.0	CPT2|PTGS2|NR1I2|PTGS1|PTGIS	GuideToPharmacologyInteractions	PHENYLBUTAZONE	PHENYLBUTAZONE	Oxidoreductases_Inhibitor(KEGG), cyclooxygenase inhibitor(Cmap), prostanoid receptor antagonist(Cmap)	WITHDRAWN	-	-	PTGS2|PTGS1|PTGIS	CPT2|NR1I2
CHEMBL3794222	118797287.0	BCAT2	GuideToPharmacologyInteractions	COMPOUND 27 [PMID: 26938474]	CHEMBL3794222	Other	EXPERIMENTAL	-	-		BCAT2
THYMALFASIN	16130571.0	PTMA	TdgClinicalTrial	THYMALFASIN	THYMALFASIN	Other	CLINICAL_TRIALS	-	CANCER		PTMA
PEAQX	9868551.0	GRIN2B|GRIN2A	GuideToPharmacologyInteractions	NVP-AAM077	PEAQX	Other	EXPERIMENTAL	-	-		GRIN2B|GRIN2A
BMS-852927	49787490.0	NR1H3|NR1H2	ChemblInteractions	BMS-852927	BMS-852927	Other	EXPERIMENTAL	-	-		NR1H3|NR1H2
L-162,313	6603900.0	AGTR1	GuideToPharmacologyInteractions	L-162,313	L-162,313	Other	EXPERIMENTAL	-	-		AGTR1
UNII-Q257O24H4J	11443029.0	CASP4|CASP1	GuideToPharmacologyInteractions	VRT-043198	UNII-Q257O24H4J	Other	EXPERIMENTAL	-	-		CASP4|CASP1
CHEMBL552425	24875320.0	EPHA7	DrugBank	5-[(2-METHYL-5-{[3-(TRIFLUOROMETHYL)PHENYL]CARBAMOYL}PHENYL)AMINO]PYRIDINE-3-CARBOXAMIDE	CHEMBL552425	Other	EXPERIMENTAL	-	-	EPHA7	
ACETYLCHOLINE	187.0	CHRM3|CHRM2|CHRM4|CHRM1|CHRM5	GuideToPharmacologyInteractions	ACETYLCHOLINE	ACETYLCHOLINE	acetylcholine receptor agonist(Cmap)	APPROVED	Ophthalmology	-		CHRM3|CHRM2|CHRM4|CHRM1|CHRM5
ACALISIB	11618268.0	PIK3CD|PIK3CA|PTEN	ChemblInteractions	ACALISIB	ACALISIB	PI3K inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER		PIK3CD|PIK3CA|PTEN
TENALISIB	86291103.0	JAK2	CKB	RP6530	TENALISIB	Other	CLINICAL_TRIALS	-	CANCER		JAK2
ZANAPEZIL	198752.0	ACHE	DrugBank	ZANAPEZIL	ZANAPEZIL	Other	EXPERIMENTAL	-	-	ACHE	
4-(7-HYDROXY-2-ISOPROPYL-4-OXOQUINAZOLIN-3(4H)-YL)BENZONITRILE	25138363.0	TRPV1	ChemblInteractions	SAF312	4-(7-HYDROXY-2-ISOPROPYL-4-OXOQUINAZOLIN-3(4H)-YL)BENZONITRILE	Other	EXPERIMENTAL	-	-		TRPV1
BROMOCRIPTINE	31101.0	HTR6|HTR1D|ADRA2B|NFE2L2|HTR2B|SAG|DRD3|DRD5|IL2|GDNF|HTR1A|DRD1|HTR1B|NPY|ABCB1|LEP|MYC|ADRA2A|DRD4|DRD2|HTR2A|FOS|CYP1A2|HTR2C	GuideToPharmacologyInteractions	BROMOCRIPTINE	BROMOCRIPTINE	Rhodopsin family_Agonist(KEGG), dopamine receptor agonist(Cmap)	APPROVED	Endocrinology | Neurology	-	DRD2	HTR6|HTR1D|ADRA2B|NFE2L2|HTR2B|SAG|DRD3|DRD5|IL2|GDNF|HTR1A|DRD1|HTR1B|NPY|ABCB1|LEP|MYC|ADRA2A|DRD4|HTR2A|FOS|CYP1A2|HTR2C
CHEMBL254575	9926999.0	GRM1	GuideToPharmacologyInteractions	LY456236	CHEMBL254575	Other	EXPERIMENTAL	-	-		GRM1
CHEMBL1236882	9887557.0	CTSS	DrugBank	N-[(1S)-2-[(4-CYANO-1-METHYLPIPERIDIN-4-YL)AMINO]-1-(CYCLOHEXYLMETHYL)-2-OXOETHYL]MORPHOLINE-4-CARBOXAMIDE	CHEMBL1236882	Other	EXPERIMENTAL	-	-	CTSS	
BU-TPMF	4436121.0	KCNN1	GuideToPharmacologyInteractions	B-TPMF	BU-TPMF	Other	EXPERIMENTAL	-	-		KCNN1
DIBUTYL PHTHALATE	3026.0	TRPA1	GuideToPharmacologyInteractions	DIBUTYL PHTHALATE	DIBUTYL PHTHALATE	Other	EXPERIMENTAL	-	-		TRPA1
TAMOXIFEN	2733526.0	BGLAP|NTRK1|F5|NCOA1|NR1I2|PLD1|PIK3CA|HEXB|DHFR|EDN1|ESR1|GPER1|ABCB1|CYP3A4|PIP|NRG1|LRMDA|CYP2C9|RRAS2|MYOD1|F2|CCND1|PGR|HSPB2|GAPDH|VDR|ESR2|CETP|TP53|NF1|ERBB2|BRCA1|PRKCA|TYMS|MUC16|CYP2B6|TGFB1|KLK3|TGM2|NCOA3|AURKA|TFF3|COL18A1|GGT1|EBP|AMHR2|CAMKV|LTK|PRCC|PSEN1|SIX4|TOPBP1|YSK4|ACACA|ADAMTS2|ALK|ALPK1|ALPK2|BIRC2|BRDT|CNTN5|CTNNA2|CTSS|CXCR7|DRD2|DST|DSTYK|EPHA3|IRS1|ITPR2|MAP2K5|MAP3K2|MSH3|NPAT|PIK3CB|PIK3R4|POU2AF1|PRKACG|PRKCZ|PTPRC|RASGRF2|RET|SFPQ|SIK2|SRPK2|TAF15|XIAP	NCI	TAMOXIFEN	TAMOXIFEN	Estrogen like receptors_Antagonist(KEGG), estrogen receptor antagonist(Cmap), selective estrogen receptor modulator (SERM)(Cmap)	APPROVED	Oncology	BREAST	ESR1|ESR2|PRKCA|EBP	BGLAP|NTRK1|F5|NCOA1|NR1I2|PLD1|PIK3CA|HEXB|DHFR|EDN1|GPER1|ABCB1|CYP3A4|PIP|NRG1|LRMDA|CYP2C9|RRAS2|MYOD1|F2|CCND1|PGR|HSPB2|GAPDH|VDR|CETP|TP53|NF1|ERBB2|BRCA1|TYMS|MUC16|CYP2B6|TGFB1|KLK3|TGM2|NCOA3|AURKA|TFF3|COL18A1|GGT1|AMHR2|CAMKV|LTK|PRCC|PSEN1|SIX4|TOPBP1|YSK4|ACACA|ADAMTS2|ALK|ALPK1|ALPK2|BIRC2|BRDT|CNTN5|CTNNA2|CTSS|CXCR7|DRD2|DST|DSTYK|EPHA3|IRS1|ITPR2|MAP2K5|MAP3K2|MSH3|NPAT|PIK3CB|PIK3R4|POU2AF1|PRKACG|PRKCZ|PTPRC|RASGRF2|RET|SFPQ|SIK2|SRPK2|TAF15|XIAP
SELEGILINE	26757.0	SPR|CYP2B6|MAOA|MAOB	TTD	ZUNRISA/REZONIC	SELEGILINE	Oxidoreductases_Inhibitor(KEGG), monoamine oxidase inhibitor(Cmap)	APPROVED	Neurology | Psychiatry/Psychology	-	SPR|MAOB	CYP2B6|MAOA
3D0B	24812721.0	HSP90AA1	DrugBank	2-[(2-METHOXYETHYL)AMINO]-4-(4-OXO-1,2,3,4-TETRAHYDRO-9H-CARBAZOL-9-YL)BENZAMIDE	3D0B	Other	EXPERIMENTAL	-	-	HSP90AA1	
CHEMBL189449	11185529.0	MTNR1A|MTNR1B	GuideToPharmacologyInteractions	UCM 549	CHEMBL189449	Other	EXPERIMENTAL	-	-		MTNR1A|MTNR1B
CHEMBL1232702	23629645.0	DHRS4L1	DrugBank	METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE	CHEMBL1232702	Other	EXPERIMENTAL	-	-	DHRS4L1	
5'-THYMIDYLIC ACID	9700.0	DTYMK|TYMS	DrugBank	THYMIDINE-5'-PHOSPHATE	5'-THYMIDYLIC ACID	Other	EXPERIMENTAL	-	-	DTYMK|TYMS	
TIRASEMTIV	23729157.0	TNNI2|TNNT3|TNNC2	ChemblInteractions	TIRASEMTIV	TIRASEMTIV	troponin activator(Cmap)	CLINICAL_TRIALS	-	-		TNNI2|TNNT3|TNNC2
ALOISINE A	448912.0	CDK5|CDK1|CDK2|CDK5R1|GSK3A	GuideToPharmacologyInteractions	ALOISINE A	ALOISINE A	Other	EXPERIMENTAL	-	-	CDK5|CDK5R1	CDK1|CDK2|GSK3A
2-MERCAPTOPYRIDINE	2723698.0	CTSB	DrugBank	2-PYRIDINETHIOL	2-MERCAPTOPYRIDINE	Other	EXPERIMENTAL	-	-	CTSB	
4-((3R,4S,5R)-4-AMINO-3,5-DIHYDROXY-HEX-1-YNYL)-5-FLUORO-3-[1-(3-METHOXY-1H-PYRROL-2-YL)-METH-(Z)-YLIDENE]-1,3-DIHYDRO-INDOL-2-ONE	5288222.0	CDK2	DrugBank	4-((3R,4S,5R)-4-AMINO-3,5-DIHYDROXY-HEX-1-YNYL)-5-FLUORO-3-[1-(3-METHOXY-1H-PYRROL-2-YL)-METH-(Z)-YLIDENE]-1,3-DIHYDRO-INDOL-2-ONE	4-((3R,4S,5R)-4-AMINO-3,5-DIHYDROXY-HEX-1-YNYL)-5-FLUORO-3-[1-(3-METHOXY-1H-PYRROL-2-YL)-METH-(Z)-YLIDENE]-1,3-DIHYDRO-INDOL-2-ONE	Other	EXPERIMENTAL	-	-	CDK2	
CLONIDINE	2803.0	ADRA2B|ADRA2C|PRL|SLC22A1|ADRA2A	TdgClinicalTrial	CLONIDINE	CLONIDINE	Rhodopsin family_Agonist(KEGG), adrenergic receptor agonist(Cmap)	APPROVED	Cardiology/Vascular disease | Pain management | Psychiatry/Psychology	-	ADRA2A	ADRA2B|ADRA2C|PRL|SLC22A1
RAD1901	23642301.0	ESR1	TdgClinicalTrial	RAD1901	RAD1901	Other	CLINICAL_TRIALS	-	CANCER		ESR1
TG100-115	10427712.0	PIK3CD|PIK3CB|PIK3CA|PIK3CG	GuideToPharmacologyInteractions	TG-100-115	TG100-115	PI3K inhibitor(Cmap)	CLINICAL_TRIALS	-	-	PIK3CG	PIK3CD|PIK3CB|PIK3CA
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	11149707.0	NOS3|NOS2	DrugBank	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	Other	EXPERIMENTAL	-	-	NOS3|NOS2	
TINIDAZOLE	5479.0	NT5E	NCI	TINIDAZOLE	TINIDAZOLE	antiprotozoal agent(Cmap)	APPROVED	Immunology/Infectious disease	-		NT5E
UNII-W67ZB2FV61	9909113.0	DRD3|HTR1A	TTD	BTS-79018	UNII-W67ZB2FV61	Other	EXPERIMENTAL	-	-	DRD3|HTR1A	
S-222611	46701811.0	EGFR|MET|ERBB2	TTD	S-222611	S-222611	Other	EXPERIMENTAL	-	-	EGFR|ERBB2	MET
IBUPROFEN	3672.0	CPT2|PTGS2|VHL|HPGD|PTGER4|APC|ABCB1|PTGS1|ASIC1|DDIT3|IFNG|SLC5A8|CYP19A1|CYP1A2|PTGER1	GuideToPharmacologyInteractions	IBUPROFEN	IBUPROFEN	Oxidoreductases_Inhibitor(KEGG), cyclooxygenase inhibitor(Cmap)	APPROVED	Pain management	-	PTGS2|PTGS1	CPT2|VHL|HPGD|PTGER4|APC|ABCB1|ASIC1|DDIT3|IFNG|SLC5A8|CYP19A1|CYP1A2|PTGER1
DUROQUINONE	68238.0	NQO1	DrugBank	DUROQUINONE	DUROQUINONE	Other	CLINICAL_TRIALS	-	-	NQO1	
AZILSARTAN KAMEDOXOMIL	23699544.0	AGTR1	ChemblInteractions	AZILSARTAN KAMEDOXOMIL	AZILSARTAN KAMEDOXOMIL	Rhodopsin family_Antagonist(KEGG)	APPROVED	Cardiology/Vascular disease	-		AGTR1
CHEMBL185346	11306423.0	PTGER1	GuideToPharmacologyInteractions	MF266-1	CHEMBL185346	Other	EXPERIMENTAL	-	-		PTGER1
CAPTODIAME	10240.0	DRD3|SIGMAR1|HTR2C	DrugBank	CAPTODIAME	CAPTODIAME	Other	EXPERIMENTAL	-	-	DRD3|SIGMAR1|HTR2C	
ECABET	65781.0	PGC|PGA3|NOXO1	TdgClinicalTrial	ECABET	ECABET	gastrin inhibitor(Cmap), urease inhibitor(Cmap)	CLINICAL_TRIALS	-	-	NOXO1	PGC|PGA3
BMS-640994	11427975.0	MAPK14	DrugBank	N-[2-METHYL-5-(METHYLCARBAMOYL)PHENYL]-2-{[(1R)-1-METHYLPROPYL]AMINO}-1,3-THIAZOLE-5-CARBOXAMIDE	BMS-640994	Other	EXPERIMENTAL	-	-	MAPK14	
AS16	135529391.0	ADORA2B	GuideToPharmacologyInteractions	AS16	AS16	Other	EXPERIMENTAL	-	-		ADORA2B
NVP-ABE854	5288616.0	CTSK	DrugBank	6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE	NVP-ABE854	Other	EXPERIMENTAL	-	-	CTSK	
POTASSIUM CHLORIDE	4873.0	SLC12A7|SLC12A2|SLC12A6|SLC12A1|SLC12A4|SLC12A5|G6PD	DrugBank	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	Other	APPROVED	Hematology	-	SLC12A7|SLC12A2|SLC12A6|SLC12A1|SLC12A4|SLC12A5	G6PD
CP55940	104895.0	GPR55|CNR1	GuideToPharmacologyInteractions	CP55940	CP55940	Other	EXPERIMENTAL	-	-		GPR55|CNR1
N-{2-METHYL-5-[(6-PHENYLPYRIMIDIN-4-YL)AMINO]PHENYL}METHANESULFONAMIDE	25138203.0	BACE1	DrugBank	N-{2-METHYL-5-[(6-PHENYLPYRIMIDIN-4-YL)AMINO]PHENYL}METHANESULFONAMIDE	N-{2-METHYL-5-[(6-PHENYLPYRIMIDIN-4-YL)AMINO]PHENYL}METHANESULFONAMIDE	Other	EXPERIMENTAL	-	-	BACE1	
BQ788	16759603.0	EDNRB	GuideToPharmacologyInteractions	BQ788	BQ788	Other	CLINICAL_TRIALS	-	CANCER		EDNRB
ACEBUTOLOL HYDROCHLORIDE	441307.0	ADRB1	ChemblInteractions	ACEBUTOLOL HYDROCHLORIDE	ACEBUTOLOL HYDROCHLORIDE	Rhodopsin family_Antagonist(KEGG)	APPROVED	Cardiology/Vascular disease	CLINICAL CANCER		ADRB1
METHAZOLAMIDE	4100.0	CA14|CA1|CA2|CA12|CA7|CA4	GuideToPharmacologyInteractions	METHAZOLAMIDE	METHAZOLAMIDE	Lyases_Inhibitor(KEGG), carbonic anhydrase inhibitor(Cmap)	APPROVED	Ophthalmology	-	CA1|CA2|CA7|CA4	CA14|CA12
AC-201	26248.0	IL1B|IL1RN	TdgClinicalTrial	AC-201	AC-201	Other	EXPERIMENTAL	-	-		IL1B|IL1RN
DANUSERTIB	11442891.0	SLK|KRAS|AURKB|AURKC|AURKA	GuideToPharmacologyInteractions	DANUSERTIB	DANUSERTIB	Aurora kinase inhibitor(Cmap), growth factor receptor inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	AURKB|AURKC|AURKA	SLK|KRAS
DOXORUBICINOL	83970.0	SLC22A16|SETD4|CBR1	PharmGKB	DOXORUBICINOL	DOXORUBICINOL	Other	EXPERIMENTAL	-	-		SLC22A16|SETD4|CBR1
SK1-I	44815217.0	SPHK1	GuideToPharmacologyInteractions	SK1-I	SK1-I	Other	EXPERIMENTAL	-	-		SPHK1
SIBENADET	183812.0	ADRB2|DRD2	TTD	SIBENADET	SIBENADET	Other	EXPERIMENTAL	-	-	ADRB2|DRD2	
RU85493	5287515.0	SRC	DrugBank	RU85493	RU85493	Other	EXPERIMENTAL	-	-	SRC	
ANISINDIONE	2197.0	GGCX|GC	TTD	ANISINDIONE	ANISINDIONE	vitamin K antagonist(Cmap)	WITHDRAWN	-	-	GGCX	GC
RS-102221	3693566.0	HTR2B|HTR2A|HTR2C	GuideToPharmacologyInteractions	RS-102221	RS-102221	serotonin receptor antagonist(Cmap)	EXPERIMENTAL	-	-		HTR2B|HTR2A|HTR2C
ARSENIC TRIOXIDE	14888.0	JUN|MYCN|MAPK10|TERT|HSPA4|CDKN1A|IL6|EPO|SERPINE1|SMO|FGFR1|IKBKB|FAS|GSTO1|BDNF|CCND1|TXNRD1|FLT3|AKT1|PML|MAPK3|RARA|BIRC5|DNMT1|MAPK1	DrugBank	ARSENIC TRIOXIDE	ARSENIC TRIOXIDE	Other	APPROVED	Oncology	BLOOD	JUN|IKBKB|CCND1|TXNRD1|AKT1|PML|MAPK3|MAPK1	MYCN|MAPK10|TERT|HSPA4|CDKN1A|IL6|EPO|SERPINE1|SMO|FGFR1|FAS|GSTO1|BDNF|FLT3|RARA|BIRC5|DNMT1
GEFAPIXANT	24764487.0	P2RX3	ChemblInteractions	AF-219	GEFAPIXANT	Other	CLINICAL_TRIALS	-	-		P2RX3
3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	2742752.0	PPARG	DrugBank	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	Other	EXPERIMENTAL	-	-	PPARG	
[125I]IRL1620	16130933.0	EDNRB	GuideToPharmacologyInteractions	[125I]IRL1620	[125I]IRL1620	Other	EXPERIMENTAL	-	-		EDNRB
SSR 125543	5282340.0	CRHR1	GuideToPharmacologyInteractions	SSR125543A	SSR 125543	Other	CLINICAL_TRIALS	-	-	CRHR1	
MACIMORELIN	9804938.0	GHRL|GHSR	TdgClinicalTrial	ARD-07	MACIMORELIN	Rhodopsin family_Agonist(KEGG)	APPROVED	Endocrinology	-		GHRL|GHSR
4-(4'-FLUOROBENZYL)PIPERIDINE	3699841.0	BACE1	DrugBank	4-(4-FLUOROBENZYL)PIPERIDINE	4-(4'-FLUOROBENZYL)PIPERIDINE	Other	EXPERIMENTAL	-	-	BACE1	
PHENOTHIAZINE	7108.0	TSHB|BCHE|PRL|ABCB1|S100B	NCI	PHENOTHIAZINE	PHENOTHIAZINE	dopamine receptor antagonist(Cmap)	EXPERIMENTAL	-	-		TSHB|BCHE|PRL|ABCB1|S100B
DIMEBOLIN	197033.0	ACHE|GRIN3A|GRIN1|GRIN2B|GRIN2C|GRIN3B|GRIN2D	TdgClinicalTrial	LATREPIRDINE	DIMEBOLIN	Other	CLINICAL_TRIALS	-	-		ACHE|GRIN3A|GRIN1|GRIN2B|GRIN2C|GRIN3B|GRIN2D
DNQX	3899541.0	GRIA2	DrugBank	FG-9041	DNQX	glutamate receptor antagonist(Cmap)	EXPERIMENTAL	-	-	GRIA2	
CHEMBL368161	10020451.0	C5AR1	GuideToPharmacologyInteractions	RPR121154	CHEMBL368161	Other	EXPERIMENTAL	-	-		C5AR1
RFI-641	16156223.0	CCR2	DrugBank	MLN-1202	RFI-641	Other	CLINICAL_TRIALS	-	CANCER	CCR2	
CHEMBL222460	9951995.0	KCNMA1	ChemblInteractions	BMS-223131	CHEMBL222460	Other	EXPERIMENTAL	-	-		KCNMA1
RGH-896	10200813.0	GRIN2B	TTD	RGH-896	RGH-896	Other	EXPERIMENTAL	-	-	GRIN2B	
BPH-252	5276503.0	GGPS1	GuideToPharmacologyInteractions	BPH-252	BPH-252	Other	EXPERIMENTAL	-	-		GGPS1
3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID	15942657.0	DHODH	DrugBank	3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID	3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID	Other	EXPERIMENTAL	-	-	DHODH	
SP-4206	5288251.0	IL2	DrugBank	5-[2,3-DICHLORO-4-(5-{1-[2-(2-GUANIDINO-4-METHYL-PENTANOYLAMINO)-ACETYL]-PIPERIDIN-4-YL}-1-METHYL-1H-PYRAZOL-3-YL)-PHENOXYMETHYL]-FURAN-2-CARBOXYLIC ACID	SP-4206	Other	EXPERIMENTAL	-	-	IL2	
5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	9543521.0	MAPK8|MAPK8IP1	DrugBank	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	Other	EXPERIMENTAL	-	-	MAPK8|MAPK8IP1	
